url,github_url,created_on,project_length_Days,project_length_Hours,project_length_Weeks,project_length_Months,issue_len_description,time_limit,have_changed,bounty_type_Bug,bounty_type_Code_Review,bounty_type_Design,bounty_type_Documentation,bounty_type_Feature,bounty_type_Improvement,bounty_type_Other,bounty_type_Project,bounty_type_Security,experience_level_Advanced,experience_level_Intermediate,experience_level_Beginner,bounty_num,bounty_change_num,bounty_amount,token_name,title_len,never_expires,owner_follwers,owner_following,owner_grants_contributed,issue_index,until_time,until_fulfilment,code_smells,ncloc,complexity,code_smells_log,ncloc_log,complexity_log,star_count_at_issue_creation,fork_count_at_issue_creation,star_count_at_issue_creation_log,fork_count_at_issue_creation_log,repo_bounty_mean,repo_bounty_median,repo_bounty_std,repo_bounty_var,repo_bounty_q25,repo_bounty_q75,repo_bounty_max,repo_bounty_min,repo_bounty_mean_log,repo_bounty_median_log,repo_bounty_std_log,repo_bounty_var_log,repo_bounty_q25_log,repo_bounty_q75_log,repo_bounty_max_log,repo_bounty_min_log
https://gitcoin.co/issue/29774,https://github.com/api3dao/api3-tracker/issues/50,2023-02-26T15:47:40.400050Z,False,True,False,False,"[0.008560326881706715, -0.020286869257688522, 0.021729562431573868, -0.005925118923187256, 0.019048262387514114, -0.05216805264353752, 0.06387060880661011, 0.018743859604001045, 0.028689628466963768, -0.012375980615615845, -0.005499747581779957, -0.014285765588283539, 0.052677854895591736, -0.034155331552028656, 0.06462140381336212, 0.029374368488788605, 0.010074307210743427, 0.03940387815237045, -0.010624971240758896, -0.025543373078107834, -0.02923355996608734, 0.031236089766025543, -0.05910782516002655, 0.017352167516946793, -0.048777952790260315, 0.06295420974493027, 5.133450031280518e-06, -0.028929587453603745, 0.032912857830524445, 0.022910188883543015, 0.0053734686225652695, -0.010246256366372108, -0.011961447075009346, -0.01716666668653488, 0.0017672926187515259, -0.03681602701544762, -0.025634765625, 0.01955758035182953, 0.003912419080734253, 0.028795616701245308, -0.0072576748207211494, -0.03510412573814392, 0.06612591445446014, -0.026723872870206833, -0.006428798660635948, -0.05366549268364906, -0.006453711539506912, 0.03610143065452576, 0.018635530024766922, 0.056915532797575, -0.017709003761410713, -0.0036245714873075485, -0.066581130027771, 0.08245278149843216, -0.04704861342906952, 0.04329010099172592, 0.05834916979074478, -0.053276896476745605, 0.041401103138923645, 0.044183459132909775, -0.03703887388110161, 0.012542318552732468, -0.03443243354558945, 0.014872235246002674]",363,1,True,False,False,False,False,False,False,False,False,False,True,False,0,0,2000.0,USDC,22,0,117391,117281,495,1,141,1,165,10160,989,5.117993812416755,9.226410552153675,6.898714534329988,1,0,0.6931471805599453,0.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,7.601402334583733,7.601402334583733,,,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733
https://gitcoin.co/issue/29773,,2023-02-24T11:08:03.898779Z,False,False,True,False,"[0.010532843880355358, -0.01884007826447487, 0.02284063771367073, -0.005610227584838867, 0.01899673044681549, -0.054130714386701584, 0.06147804856300354, 0.016905296593904495, 0.026886386796832085, -0.015178863890469074, -0.005675311200320721, -0.014126067981123924, 0.0512116402387619, -0.037175629287958145, 0.06258060038089752, 0.030514340847730637, 0.00975197833031416, 0.03950806334614754, -0.008220613934099674, -0.02559986338019371, -0.030642561614513397, 0.0313333198428154, -0.06055915355682373, 0.018038298934698105, -0.04865685850381851, 0.06389378011226654, 0.0018288567662239075, -0.02809732034802437, 0.034951046109199524, 0.021851681172847748, 0.004563375376164913, -0.009564703330397606, -0.01132941897958517, -0.015920991078019142, 0.0018302034586668015, -0.03803485259413719, -0.02803410403430462, 0.021078135818243027, 0.0026286570355296135, 0.029375452548265457, -0.008624691516160965, -0.03583982214331627, 0.06551904231309891, -0.02769031748175621, -0.005485851317644119, -0.051851820200681686, -0.006137683987617493, 0.03623101860284805, 0.019626589491963387, 0.05759634077548981, -0.017708871513605118, -0.0029076244682073593, -0.06765428930521011, 0.08273448050022125, -0.04579979181289673, 0.04106133431196213, 0.057911258190870285, -0.05452831834554672, 0.04257405549287796, 0.043626345694065094, -0.036480702459812164, 0.012064670212566853, -0.034878578037023544, 0.0167478509247303]",331,1,False,False,False,False,False,False,False,True,False,False,True,False,0,0,100.0,BNB,26,0,117391,117281,495,1,108,1,0,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0.0,0.0,,,,,,,,,,,,,,,,
https://gitcoin.co/issue/29772,,2023-02-24T05:19:37.515994Z,True,False,False,False,"[0.010532843880355358, -0.01884007826447487, 0.02284063771367073, -0.005610227584838867, 0.01899673044681549, -0.054130714386701584, 0.06147804856300354, 0.016905296593904495, 0.026886386796832085, -0.015178863890469074, -0.005675311200320721, -0.014126067981123924, 0.0512116402387619, -0.037175629287958145, 0.06258060038089752, 0.030514340847730637, 0.00975197833031416, 0.03950806334614754, -0.008220613934099674, -0.02559986338019371, -0.030642561614513397, 0.0313333198428154, -0.06055915355682373, 0.018038298934698105, -0.04865685850381851, 0.06389378011226654, 0.0018288567662239075, -0.02809732034802437, 0.034951046109199524, 0.021851681172847748, 0.004563375376164913, -0.009564703330397606, -0.01132941897958517, -0.015920991078019142, 0.0018302034586668015, -0.03803485259413719, -0.02803410403430462, 0.021078135818243027, 0.0026286570355296135, 0.029375452548265457, -0.008624691516160965, -0.03583982214331627, 0.06551904231309891, -0.02769031748175621, -0.005485851317644119, -0.051851820200681686, -0.006137683987617493, 0.03623101860284805, 0.019626589491963387, 0.05759634077548981, -0.017708871513605118, -0.0029076244682073593, -0.06765428930521011, 0.08273448050022125, -0.04579979181289673, 0.04106133431196213, 0.057911258190870285, -0.05452831834554672, 0.04257405549287796, 0.043626345694065094, -0.036480702459812164, 0.012064670212566853, -0.034878578037023544, 0.0167478509247303]",358,1,True,False,False,False,False,False,False,False,False,False,False,True,1,0,10.0,DOT,42,0,117391,117281,495,3,135,1,0,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0.0,0.0,,,,,,,,,,,,,,,,
https://gitcoin.co/issue/29771,https://github.com/zharta/bounties/issues/2,2023-02-23T15:52:39.749785Z,False,False,True,False,"[0.011168965138494968, -0.019067343324422836, 0.022254575043916702, -0.006832674145698547, 0.020152650773525238, -0.05410647392272949, 0.062304284423589706, 0.016735438257455826, 0.027679558843374252, -0.016012730076909065, -0.0058531444519758224, -0.01245789136737585, 0.05051228404045105, -0.035794973373413086, 0.06390717625617981, 0.030424658209085464, 0.009168154560029507, 0.03862760588526726, -0.010392352938652039, -0.024536248296499252, -0.028481699526309967, 0.030859466642141342, -0.05812910571694374, 0.01854299008846283, -0.049906522035598755, 0.06537232547998428, 0.0002574622631072998, -0.0271677877753973, 0.03343067318201065, 0.024148626253008842, 0.005978437140583992, -0.009752225130796432, -0.010965991765260696, -0.015819432213902473, 0.0007226001471281052, -0.0388835109770298, -0.027483783662319183, 0.0180080346763134, 0.004397846758365631, 0.029718715697526932, -0.007131104823201895, -0.038143109530210495, 0.06649720668792725, -0.027941115200519562, -0.007852443493902683, -0.054990191012620926, -0.0024156756699085236, 0.03552825003862381, 0.019717436283826828, 0.059603262692689896, -0.018785186111927032, -0.003910545259714127, -0.06812579929828644, 0.0826791524887085, -0.04458016902208328, 0.04266130179166794, 0.05958770215511322, -0.05117753893136978, 0.04166600480675697, 0.04490463808178902, -0.03637688606977463, 0.012144068256020546, -0.03264670819044113, 0.016302892938256264]",332,1,False,False,False,False,False,False,True,False,False,False,True,False,2,0,413.67,WETH,39,0,117391,117281,495,4,110,1,0,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0.0,0.0,413.67,413.67,,,413.67,413.67,413.67,413.67,6.0274830231839145,6.0274830231839145,,,6.0274830231839145,6.0274830231839145,6.0274830231839145,6.0274830231839145
https://gitcoin.co/issue/29770,https://github.com/reserve-protocol/protocol/issues/676,2023-02-23T03:00:52.180202Z,False,True,False,False,"[0.008884989656507969, -0.018177557736635208, 0.02270340733230114, -0.003991436213254929, 0.021688787266612053, -0.052485160529613495, 0.061939746141433716, 0.01464962400496006, 0.026372447609901428, -0.015151361003518105, -0.0075021060183644295, -0.014698212035000324, 0.04971212521195412, -0.038258783519268036, 0.06412135064601898, 0.02941206283867359, 0.008281650021672249, 0.04058926925063133, -0.006690812297165394, -0.026075325906276703, -0.030780009925365448, 0.028554677963256836, -0.060971394181251526, 0.018896235153079033, -0.04668983444571495, 0.06320877373218536, 0.0017194151878356934, -0.02632148191332817, 0.03367188200354576, 0.020858289673924446, 0.0022064615041017532, -0.010689527727663517, -0.010052629746496677, -0.014172771945595741, 0.00043480284512043, -0.0397048145532608, -0.02904345467686653, 0.021637801080942154, 0.0003751926124095917, 0.028757331892848015, -0.006883701309561729, -0.03669895976781845, 0.0674353539943695, -0.029514756053686142, -0.006708037108182907, -0.05281573534011841, -0.004553157836198807, 0.03734550625085831, 0.020255157724022865, 0.057522885501384735, -0.019400903955101967, -0.0036329180002212524, -0.0676359161734581, 0.08302035182714462, -0.045380640774965286, 0.04420316964387894, 0.05994092673063278, -0.05510127544403076, 0.04153094440698624, 0.043417155742645264, -0.03597056493163109, 0.012505745515227318, -0.036287955939769745, 0.016648929566144943]",331,1,False,False,False,False,False,False,False,True,False,False,True,False,3,0,3000.0,USDC,30,0,117391,117281,495,1,108,1,239,36431,18709,5.484796933490655,10.503230236323834,9.836866865194231,86,64,4.465908118654584,4.174387269895637,5115.384615384615,3000.0,13538.838607117028,183300150.82956254,3000.0,3000.0,100000.0,1500.0,8.540203338798783,8.006700845440367,9.513391626684518,19.026635541121443,8.006700845440367,8.006700845440367,11.51293546492023,7.313886831633462
https://gitcoin.co/issue/29769,https://github.com/reserve-protocol/protocol/issues/675,2023-02-23T02:59:24.638811Z,False,True,False,False,"[0.008884989656507969, -0.018177557736635208, 0.02270340733230114, -0.003991436213254929, 0.021688787266612053, -0.052485160529613495, 0.061939746141433716, 0.01464962400496006, 0.026372447609901428, -0.015151361003518105, -0.0075021060183644295, -0.014698212035000324, 0.04971212521195412, -0.038258783519268036, 0.06412135064601898, 0.02941206283867359, 0.008281650021672249, 0.04058926925063133, -0.006690812297165394, -0.026075325906276703, -0.030780009925365448, 0.028554677963256836, -0.060971394181251526, 0.018896235153079033, -0.04668983444571495, 0.06320877373218536, 0.0017194151878356934, -0.02632148191332817, 0.03367188200354576, 0.020858289673924446, 0.0022064615041017532, -0.010689527727663517, -0.010052629746496677, -0.014172771945595741, 0.00043480284512043, -0.0397048145532608, -0.02904345467686653, 0.021637801080942154, 0.0003751926124095917, 0.028757331892848015, -0.006883701309561729, -0.03669895976781845, 0.0674353539943695, -0.029514756053686142, -0.006708037108182907, -0.05281573534011841, -0.004553157836198807, 0.03734550625085831, 0.020255157724022865, 0.057522885501384735, -0.019400903955101967, -0.0036329180002212524, -0.0676359161734581, 0.08302035182714462, -0.045380640774965286, 0.04420316964387894, 0.05994092673063278, -0.05510127544403076, 0.04153094440698624, 0.043417155742645264, -0.03597056493163109, 0.012505745515227318, -0.036287955939769745, 0.016648929566144943]",318,1,False,False,False,False,False,False,False,True,False,False,True,False,0,0,3000.0,USDC,79,0,117391,117281,495,11,95,1,239,36431,18709,5.484796933490655,10.503230236323834,9.836866865194231,86,64,4.465908118654584,4.174387269895637,5115.384615384615,3000.0,13538.838607117028,183300150.82956254,3000.0,3000.0,100000.0,1500.0,8.540203338798783,8.006700845440367,9.513391626684518,19.026635541121443,8.006700845440367,8.006700845440367,11.51293546492023,7.313886831633462
https://gitcoin.co/issue/29768,https://github.com/reserve-protocol/protocol/issues/674,2023-02-23T02:56:28.817648Z,False,True,False,False,"[0.008884989656507969, -0.018177557736635208, 0.02270340733230114, -0.003991436213254929, 0.021688787266612053, -0.052485160529613495, 0.061939746141433716, 0.01464962400496006, 0.026372447609901428, -0.015151361003518105, -0.0075021060183644295, -0.014698212035000324, 0.04971212521195412, -0.038258783519268036, 0.06412135064601898, 0.02941206283867359, 0.008281650021672249, 0.04058926925063133, -0.006690812297165394, -0.026075325906276703, -0.030780009925365448, 0.028554677963256836, -0.060971394181251526, 0.018896235153079033, -0.04668983444571495, 0.06320877373218536, 0.0017194151878356934, -0.02632148191332817, 0.03367188200354576, 0.020858289673924446, 0.0022064615041017532, -0.010689527727663517, -0.010052629746496677, -0.014172771945595741, 0.00043480284512043, -0.0397048145532608, -0.02904345467686653, 0.021637801080942154, 0.0003751926124095917, 0.028757331892848015, -0.006883701309561729, -0.03669895976781845, 0.0674353539943695, -0.029514756053686142, -0.006708037108182907, -0.05281573534011841, -0.004553157836198807, 0.03734550625085831, 0.020255157724022865, 0.057522885501384735, -0.019400903955101967, -0.0036329180002212524, -0.0676359161734581, 0.08302035182714462, -0.045380640774965286, 0.04420316964387894, 0.05994092673063278, -0.05510127544403076, 0.04153094440698624, 0.043417155742645264, -0.03597056493163109, 0.012505745515227318, -0.036287955939769745, 0.016648929566144943]",6,1,False,False,False,False,False,False,False,True,False,False,True,False,0,0,3000.0,USDC,72,0,117391,117281,495,1079,138,1,239,36431,18709,5.484796933490655,10.503230236323834,9.836866865194231,86,64,4.465908118654584,4.174387269895637,5115.384615384615,3000.0,13538.838607117028,183300150.82956254,3000.0,3000.0,100000.0,1500.0,8.540203338798783,8.006700845440367,9.513391626684518,19.026635541121443,8.006700845440367,8.006700845440367,11.51293546492023,7.313886831633462
https://gitcoin.co/issue/29767,https://github.com/reserve-protocol/protocol/issues/673,2023-02-23T02:47:06.332849Z,False,True,False,False,"[0.008884989656507969, -0.018177557736635208, 0.02270340733230114, -0.003991436213254929, 0.021688787266612053, -0.052485160529613495, 0.061939746141433716, 0.01464962400496006, 0.026372447609901428, -0.015151361003518105, -0.0075021060183644295, -0.014698212035000324, 0.04971212521195412, -0.038258783519268036, 0.06412135064601898, 0.02941206283867359, 0.008281650021672249, 0.04058926925063133, -0.006690812297165394, -0.026075325906276703, -0.030780009925365448, 0.028554677963256836, -0.060971394181251526, 0.018896235153079033, -0.04668983444571495, 0.06320877373218536, 0.0017194151878356934, -0.02632148191332817, 0.03367188200354576, 0.020858289673924446, 0.0022064615041017532, -0.010689527727663517, -0.010052629746496677, -0.014172771945595741, 0.00043480284512043, -0.0397048145532608, -0.02904345467686653, 0.021637801080942154, 0.0003751926124095917, 0.028757331892848015, -0.006883701309561729, -0.03669895976781845, 0.0674353539943695, -0.029514756053686142, -0.006708037108182907, -0.05281573534011841, -0.004553157836198807, 0.03734550625085831, 0.020255157724022865, 0.057522885501384735, -0.019400903955101967, -0.0036329180002212524, -0.0676359161734581, 0.08302035182714462, -0.045380640774965286, 0.04420316964387894, 0.05994092673063278, -0.05510127544403076, 0.04153094440698624, 0.043417155742645264, -0.03597056493163109, 0.012505745515227318, -0.036287955939769745, 0.016648929566144943]",29,1,False,False,False,False,False,False,False,True,False,False,True,False,0,0,3000.0,USDC,83,0,1,21,0,15294,29,0,239,36431,18709,5.484796933490655,10.503230236323834,9.836866865194231,86,64,4.465908118654584,4.174387269895637,5115.384615384615,3000.0,13538.838607117028,183300150.82956254,3000.0,3000.0,100000.0,1500.0,8.540203338798783,8.006700845440367,9.513391626684518,19.026635541121443,8.006700845440367,8.006700845440367,11.51293546492023,7.313886831633462
https://gitcoin.co/issue/29766,https://github.com/reserve-protocol/protocol/issues/672,2023-02-23T02:45:44.801686Z,False,True,False,False,"[0.008884989656507969, -0.018177557736635208, 0.02270340733230114, -0.003991436213254929, 0.021688787266612053, -0.052485160529613495, 0.061939746141433716, 0.01464962400496006, 0.026372447609901428, -0.015151361003518105, -0.0075021060183644295, -0.014698212035000324, 0.04971212521195412, -0.038258783519268036, 0.06412135064601898, 0.02941206283867359, 0.008281650021672249, 0.04058926925063133, -0.006690812297165394, -0.026075325906276703, -0.030780009925365448, 0.028554677963256836, -0.060971394181251526, 0.018896235153079033, -0.04668983444571495, 0.06320877373218536, 0.0017194151878356934, -0.02632148191332817, 0.03367188200354576, 0.020858289673924446, 0.0022064615041017532, -0.010689527727663517, -0.010052629746496677, -0.014172771945595741, 0.00043480284512043, -0.0397048145532608, -0.02904345467686653, 0.021637801080942154, 0.0003751926124095917, 0.028757331892848015, -0.006883701309561729, -0.03669895976781845, 0.0674353539943695, -0.029514756053686142, -0.006708037108182907, -0.05281573534011841, -0.004553157836198807, 0.03734550625085831, 0.020255157724022865, 0.057522885501384735, -0.019400903955101967, -0.0036329180002212524, -0.0676359161734581, 0.08302035182714462, -0.045380640774965286, 0.04420316964387894, 0.05994092673063278, -0.05510127544403076, 0.04153094440698624, 0.043417155742645264, -0.03597056493163109, 0.012505745515227318, -0.036287955939769745, 0.016648929566144943]",13,1,False,False,False,False,False,False,False,True,False,False,True,False,4,0,3000.0,USDC,65,0,117391,117281,495,16,13,0,239,36431,18709,5.484796933490655,10.503230236323834,9.836866865194231,86,64,4.465908118654584,4.174387269895637,5115.384615384615,3000.0,13538.838607117028,183300150.82956254,3000.0,3000.0,100000.0,1500.0,8.540203338798783,8.006700845440367,9.513391626684518,19.026635541121443,8.006700845440367,8.006700845440367,11.51293546492023,7.313886831633462
https://gitcoin.co/issue/29765,https://github.com/reserve-protocol/protocol/issues/671,2023-02-23T02:43:55.536865Z,False,True,False,False,"[0.008884989656507969, -0.018177557736635208, 0.02270340733230114, -0.003991436213254929, 0.021688787266612053, -0.052485160529613495, 0.061939746141433716, 0.01464962400496006, 0.026372447609901428, -0.015151361003518105, -0.0075021060183644295, -0.014698212035000324, 0.04971212521195412, -0.038258783519268036, 0.06412135064601898, 0.02941206283867359, 0.008281650021672249, 0.04058926925063133, -0.006690812297165394, -0.026075325906276703, -0.030780009925365448, 0.028554677963256836, -0.060971394181251526, 0.018896235153079033, -0.04668983444571495, 0.06320877373218536, 0.0017194151878356934, -0.02632148191332817, 0.03367188200354576, 0.020858289673924446, 0.0022064615041017532, -0.010689527727663517, -0.010052629746496677, -0.014172771945595741, 0.00043480284512043, -0.0397048145532608, -0.02904345467686653, 0.021637801080942154, 0.0003751926124095917, 0.028757331892848015, -0.006883701309561729, -0.03669895976781845, 0.0674353539943695, -0.029514756053686142, -0.006708037108182907, -0.05281573534011841, -0.004553157836198807, 0.03734550625085831, 0.020255157724022865, 0.057522885501384735, -0.019400903955101967, -0.0036329180002212524, -0.0676359161734581, 0.08302035182714462, -0.045380640774965286, 0.04420316964387894, 0.05994092673063278, -0.05510127544403076, 0.04153094440698624, 0.043417155742645264, -0.03597056493163109, 0.012505745515227318, -0.036287955939769745, 0.016648929566144943]",7,1,False,False,False,False,False,False,False,True,False,False,True,False,5,0,3000.0,USDC,55,0,117391,117281,495,17,129,1,239,36431,18709,5.484796933490655,10.503230236323834,9.836866865194231,86,64,4.465908118654584,4.174387269895637,5115.384615384615,3000.0,13538.838607117028,183300150.82956254,3000.0,3000.0,100000.0,1500.0,8.540203338798783,8.006700845440367,9.513391626684518,19.026635541121443,8.006700845440367,8.006700845440367,11.51293546492023,7.313886831633462
